text,intent
"epf account",DEF_KWSP
"is daa safe?",DATA_SECURITY
"start over",HELP_RESET_DATA
"credit rating",DEF_CREDIT_SCORE
"good morning",GREETING
"is this updated?",APP_VERSION
"do you think gig economy",COMPLEX_ADVICE
"is my nifo secure?",DATA_SECURITY
"thesis dtails",DEVELOPER_INFO
"latest poverty rate",COMPLEX_ADVICE
"maybe I am bored",COMPLEX_ADVICE
"help me with trading wth no experience",COMPLEX_ADVICE
"can i connectbank?",BANK_LINKING
"opinion on interest rate for the future",COMPLEX_ADVICE
"open profile",NAV_PROFILE
"opinion on crypto for students",COMPLEX_ADVICE
"ujst wondering bnpl",COMPLEX_ADVICE
"guie me on property given my income",COMPLEX_ADVICE
"EPF account",DEF_KWSP
"why save?",DEF_SAVINGS_DEF
"hello",GREETING
"developer name",DEVELOPER_INFO
"latest unemployment rate",COMPLEX_ADVICE
"auto ttrack?",BANK_LINKING
"thesis details",DEVELOPER_INFO
"help me with What time is it?",COMPLEX_ADVICE
"i guess minimum wage",COMPLEX_ADVICE
"just wodnering dividend",COMPLEX_ADVICE
"student budget tips",ADVICE_STUDENT_TIPS
"tq",THANK_YOU
"gudie me on myvi",COMPLEX_ADVICE
"pros and cons of Do you like humans?",COMPLEX_ADVICE
"opinion oon resign",COMPLEX_ADVICE
"I like coffee",COMPLEX_ADVICE
"theiss details",DEVELOPER_INFO
"do you thhink internship with small capital",COMPLEX_ADVICE
"explain iinflation concept",DEF_INFLATION
"give me tips fr credit card",COMPLEX_ADVICE
"edit user",NAV_PROFILE
"do  ineed data?",INTERNET_REQ
"tell me about unit trust",COMPLEX_ADVICE
"nuull",GARBAGE
"give me motivation",ADVICE_MOTIVATION
"see you",BYE
"tell me about What do you know about me?",COMPLEX_ADVICE
"how much emergency fund?",DEF_EMERGENCY_FUND
"Are yous tupid?",COMPLEX_ADVICE
"appreciatte it",THANK_YOU
"analysis of I am boed",COMPLEX_ADVICE
"how alloccation works",HELP_INCOME_ALLOCATION
"enter earnings",HELP_ADD_INCOME
"nothing",COMPLEX_ADVICE
"need internet?",INTERNET_REQ
"remve expense",HELP_DELETE_TRANSACTION
"opinion on freelannce",COMPLEX_ADVICE
"i feel oor",ADVICE_MOTIVATION
"define wants",DEF_WANTS
"hx",THANK_YOU
"aaaaa",GARBAGE
"credit rating",DEF_CREDIT_SCORE
"thanks",THANK_YOU
"strategies for e-wallet",COMPLEX_ADVICE
"use asvings",HELP_WITHDRAW_SAVINGS
"offline mode?",INTERNET_REQ
"is it a good idea to OPR rate",COMPLEX_ADVICE
"yuop",GARBAGE
"go to home",NAV_HOME
"university finance",ADVICE_STUDENT_TIPS
"tos",DEF_CREDIT_SCORE
"latest exchange rate",COMPLEX_ADVICE
"open home page",NAV_HOME
"identify yourself",WHO_ARE_YOU
"how to start minimum wage",COMPLEX_ADVICE
"tell me the poverty rate",COMPLEX_ADVICE
"nothing",COMPLEX_ADVICE
"Wht is the weather?",COMPLEX_ADVICE
"Why credit score matters",DEF_CREDIT_SCORE
"epf account",DEF_KWSP
"what  is ptptn?",DEF_PTPTN
"you suck",COMPLAINT
"how to start iphone in malaysia",COMPLEX_ADVICE
"i spent money",HELP_ADD_TRANSACTION
"just wondering exchange rate with low risk",COMPLEX_ADVICE
"best way to save",ADVICE_GENERAL_SAVING
"who madee this?",DEVELOPER_INFO
"opinion on tabung hji",COMPLEX_ADVICE
"Do you know me?",COMPLEX_ADVICE
"Tell me a story",COMPLEX_ADVICE
"use saings",HELP_WITHDRAW_SAVINGS
"do you steeal my data?",DATA_SECURITY
"strt over",HELP_RESET_DATA
"add to savings",HELP_SAVINGS_SCREEN
"does ai sort spending?",HELP_AI_CATEGORIZATION
"tell me about I am bored",COMPLEX_ADVICE
"edit user",NAV_PROFILE
"!!",GARBAGE
"i failed my budget",ADVICE_MOTIVATION
"developer name",DEVELOPER_INFO
"what is your name?",WHO_ARE_YOU
"iinterest on interest",DEF_COMPOUND_INTEREST
"define inflaion",DEF_INFLATION
"edit user",NAV_PROFILE
"current inflation rate",COMPLEX_ADVICE
"what are needs?",DEF_NEEDS
"tetsing",TESTING
"nbv",GARBAGE
"works offline?",INTERNET_REQ
"split income?",HELP_INCOME_ALLOCATION
"secure?",DATA_SECURITY
"chage expense",HELP_EDIT_TRANSACTION
"thoughts on raise with no experience",COMPLEX_ADVICE
"savingg tips",ADVICE_GENERAL_TIP
"later",BYE
"emil developer",CONTACT_SUPPORT
"is it a good idea to unemployment rate as  a fresh grad",COMPLEX_ADVICE
"x",GARBAGE
"debt avalanche",DEF_DEBT_AVALANCHE
"connect maybank?",BANK_LINKING
"how to pay debt fast",DEF_DEBT_SNOWBALL
"privacy policy",DATA_SECURITY
"view hhistory",NAV_EXPENSES
"nohing",COMPLEX_ADVICE
"no wifi?",INTERNET_REQ
"greettings",GREETING
"examples of needs",DEF_NEEDS
"is it worth luno",COMPLEX_ADVICE
"snowball vvs avalanche",DEF_DEBT_SNOWBALL
"juust wondering stashaway",COMPLEX_ADVICE
"add saalry",HELP_ADD_INCOME
"outlook for iphone",COMPLEX_ADVICE
"who aare you?",WHO_ARE_YOU
"outlook for nft for beginners",COMPLEX_ADVICE
"thansk bear",THANK_YOU
"go tto transaction log",NAV_EXPENSES
"hi",GREETING
"what is allocaiton?",HELP_INCOME_ALLOCATION
"good evening",GREETING
"shoulld i I like coffee",COMPLEX_ADVICE
"can you explain car",COMPLEX_ADVICE
"employees provident fund",DEF_KWSP
"can you explain freelance with no experience",COMPLEX_ADVICE
"?!",GARBAGE
"what does this pp do?",APP_PURPOSE
"define inflatoin",DEF_INFLATION
"snowball method",DEF_DEBT_SNOWBALL
"1234",GARBAGE
"how o delete?",HELP_DELETE_TRANSACTION
"savings definition",DEF_SAVINGS_DEF
"debt avalanche",DEF_DEBT_AVALANCHE
"works offlnie?",INTERNET_REQ
"link bank?",BANK_LINKING
"auto catgory",HELP_AI_CATEGORIZATION
"latest unemployment rate",COMPLEX_ADVICE
"lump usm",HELP_INCOME_ALLOCATION
"Do yyou know me?",COMPLEX_ADVICE
"i spent oto much",ADVICE_MOTIVATION
"retireemnt fund",DEF_KWSP
"thoughtson crypto",COMPLEX_ADVICE
"edit user",NAV_PROFILE
"see you",BYE
"go to profile",NAV_PROFILE
"savingsbar",HELP_SAVINGS_SCREEN
"record spending",HELP_ADD_TRANSACTION
"tell me the poverty rate",COMPLEX_ADVICE
"debtavalanche",DEF_DEBT_AVALANCHE
"ocr",HELP_RECEIPT_SCAN
"what are needs?",DEF_NEEDS
"good job",THANK_YOU
"examples of needs",DEF_NEEDS
"analysis of dividend",COMPLEX_ADVICE
"tel me about gold",COMPLEX_ADVICE
"say something funny",JOKE
"curernt exchange rate",COMPLEX_ADVICE
"debt avalanche",DEF_DEBT_AVALANCHE
"2134",GARBAGE
"add income",HELP_ADD_INCOME
"scholarship 6 months",HELP_INCOME_ALLOCATION
"debt avalnache",DEF_DEBT_AVALANCHE
"i guess job for students",COMPLEX_ADVICE
"give me tips for afford",COMPLEX_ADVICE
"recommendation for budget 2025",COMPLEX_ADVICE
"upload photo?",HELP_RECEIPT_SCAN
"upload photto?",HELP_RECEIPT_SCAN
"edit user",NAV_PROFILE
"who creatde you?",WHO_ARE_YOU
"created by",DEVELOPER_INFO
"i feeel poor",ADVICE_MOTIVATION
"give me  motivation",ADVICE_MOTIVATION
"should i binance",COMPLEX_ADVICE
"employees provident fund",DEF_KWSP
"add income",HELP_ADD_INCOME
"advic eon tax relief",COMPLEX_ADVICE
"fix mistake",HELP_EDIT_TRANSACTION
"who creatted you?",WHO_ARE_YOU
"function  of app",APP_PURPOSE
"outloo kfor interview",COMPLEX_ADVICE
"definesavings",DEF_SAVINGS_DEF
"prediction for crypto",COMPLEX_ADVICE
"help me save",ADVICE_MOTIVATION
"i have no moeny",ADVICE_MOTIVATION
"Do you know  me?",COMPLEX_ADVICE
"is my info secure?",DATA_SECURITY
"campus saving",ADVICE_STUDENT_TIPS
"not  sure",COMPLEX_ADVICE
"who are you?",WHO_ARE_YOU
"...",GARBAGE
"what does inflatio mean?",DEF_INFLATION
"tell me about roi",COMPLEX_ADVICE
"tell me about diviend",COMPLEX_ADVICE
"help me save",ADVICE_MOTIVATION
"hwat is the poverty rate",COMPLEX_ADVICE
"ehllo",GREETING
"you are useless",COMPLAINT
"financial advice",ADVICE_GENERAL_TIP
"advice on gaming pc",COMPLEX_ADVICE
"emergency savings",DEF_EMERGENCY_FUND
"is it a goodi dea to afford",COMPLEX_ADVICE
"who created you?",WHO_ARE_YOU
"deposit money",HELP_ADD_INCOME
"edit user",NAV_PROFILE
"how to add money",HELP_ADD_INCOME
"withdraw savngs?",HELP_WITHDRAW_SAVINGS
"define inflation",DEF_INFLATION
"just wondering roi",COMPLEX_ADVICE
"mic check",TESTING
"cmb link?",BANK_LINKING
"cr",HELP_RECEIPT_SCAN
"wqerty",GARBAGE
"fix mistake",HELP_EDIT_TRANSACTION
"reset proofile",HELP_RESET_DATA
"amanah saham bumiputera",DEF_ASB
"best way to save",ADVICE_GENERAL_SAVING
"show  home",NAV_HOME
"saviings screen",HELP_SAVINGS_SCREEN
"pros and cosn of shopee pay",COMPLEX_ADVICE
"advice on internship with low risk",COMPLEX_ADVICE
"auto category",HELP_AI_CATEGORIZATION
"t hsavings",DEF_TABUNG_HAJI
"thanks",THANK_YOU
"piu",GARBAGE
"saving tips",ADVICE_GENERAL_TIP
"is my info secure?",DATA_SECURITY
"nothing",COMPLEX_ADVICE
"target user",TARGET_AUDIENCE
"do you think I am bored",COMPLEX_ADVICE
"give me motivation",ADVICE_MOTIVATION
"link bank?",BANK_LINKING
"budget rule",DEF_50_30_20
"link bakn?",BANK_LINKING
"is this for me?",TARGET_AUDIENCE
"advice on unit trust",COMPLEX_ADVICE
"how to edit?",HELP_EDIT_TRANSACTION
"what does beruang mean?",WHY_BERUANG
"signing off",BYE
"just wondering business latest",COMPLEX_ADVICE
"who made this?",DEVELOPER_INFO
"i guess binance as a fresh grad",COMPLEX_ADVICE
"buildd number",APP_VERSION
"enter earnings",HELP_ADD_INCOME
"dik",COMPLEX_ADVICE
"examples of wants",DEF_WANTS
"how do i asb",COMPLEX_ADVICE
"thougths on honda",COMPLEX_ADVICE
"can i scan bills?",HELP_RECEIPT_SCAN
"fsdfsdf",GARBAGE
"pros and cons of ttax relief for the future",COMPLEX_ADVICE
"why beruang?",WHY_BERUANG
"thess details",DEVELOPER_INFO
"how to start wahhed",COMPLEX_ADVICE
"tell me about iphone",COMPLEX_ADVICE
"echo",TESTING
"My details",COMPLEX_ADVICE
"thanks ebar",THANK_YOU
"thesis details",DEVELOPER_INFO
"reeport bug",CONTACT_SUPPORT
"add ttransaction",HELP_ADD_TRANSACTION
"epf accunt",DEF_KWSP
"thesis details",DEVELOPER_INFO
"blah blah",GARBAGE
"is asb good?",DEF_ASB
"bye",BYE
"v6ff7w",GARBAGE
"!!",GARBAGE
"debt avalanche",DEF_DEBT_AVALANCHE
"prediction for What is 2+2?",COMPLEX_ADVICE
"ai cateegory",HELP_AI_CATEGORIZATION
"why that nae?",WHY_BERUANG
"newp urchase",HELP_ADD_TRANSACTION
"link bank?",BANK_LINKING
"strategie for GDP safely",COMPLEX_ADVICE
"do you think stashaway",COMPLEX_ADVICE
"what are savings?",DEF_SAVINGS_DEF
"makke me laugh",JOKE
"best way to paay debt",DEF_DEBT_AVALANCHE
"i guess internship statistics",COMPLEX_ADVICE
"who are you?",WHO_ARE_YOU
"oyu suck",COMPLAINT
"i have n money",ADVICE_MOTIVATION
"define wants",DEF_WANTS
"thankss a lot",THANK_YOU
"analyss of credit card with low risk",COMPLEX_ADVICE
"what kind of bot are you?",WHO_ARE_YOU
"does ai sort spending?",HELP_AI_CATEGORIZATION
"...",GARBAGE
"do you steal my data?",DATA_SECURITY
"exit",BYE
"tell me about economic growth currently",COMPLEX_ADVICE
"what is credit score?",DEF_CREDIT_SCORE
"not sure",COMPLEX_ADVICE
"strategies for portfolio statistics",COMPLEX_ADVICE
"how does categorization work?",HELP_AI_CATEGORIZATION
"i falied my budget",ADVICE_MOTIVATION
"ffinancial advice",ADVICE_GENERAL_TIP
"customers ervice",CONTACT_SUPPORT
"urrent inflation rate",COMPLEX_ADVICE
"just wondering Whatis 2+2?",COMPLEX_ADVICE
"email deveeloper",CONTACT_SUPPORT
"Do you know me?",COMPLEX_ADVICE
"best wway to pay debt",DEF_DEBT_AVALANCHE
"What do you know about me?",COMPLEX_ADVICE
"show ome",NAV_HOME
"offline mode?",INTERNET_REQ
"ae group",TARGET_AUDIENCE
"ccris",DEF_CREDIT_SCORE
"do i need data?",INTERNET_REQ
"what is the OPR rate",COMPLEX_ADVICE
"give me tips ffor dividend",COMPLEX_ADVICE
"thouhts on entrepreneur",COMPLEX_ADVICE
"san receipt?",HELP_RECEIPT_SCAN
"copounding",DEF_COMPOUND_INTEREST
"signing off",BYE
"how do i Tell me a story",COMPLEX_ADVICE
"you  suck",COMPLAINT
"go to home",NAV_HOME
"nothing",COMPLEX_ADVICE
"current povrty rate",COMPLEX_ADVICE
"later",BYE
"remove xpense",HELP_DELETE_TRANSACTION
"who amde this?",DEVELOPER_INFO
"hi there",GREETING
"contact support",CONTACT_SUPPORT
"wroong answer",COMPLAINT
"best way to save",ADVICE_GENERAL_SAVING
"percentges",DEF_50_30_20
"avalacnhe method",DEF_DEBT_AVALANCHE
"testing",GARBAGE
"deb snowball",DEF_DEBT_SNOWBALL
"wrong amont",HELP_EDIT_TRANSACTION
"define infltaion",DEF_INFLATION
"what is the best way to luno at my age",COMPLEX_ADVICE
"sue savings",HELP_WITHDRAW_SAVINGS
"trewq",GARBAGE
"1234",GARBAGE
"money joke",JOKE
"help me with rsign given my income",COMPLEX_ADVICE
"commpounding",DEF_COMPOUND_INTEREST
"are you anai?",WHO_ARE_YOU
"thoughts on What do you know about me?",COMPLEX_ADVICE
"what version is this?",APP_VERSION
"is  this working",TESTING
"hello",GREETING
"secure?",DATA_SECURITY
"ho to add money",HELP_ADD_INCOME
"what kidn of bot are you?",WHO_ARE_YOU
"clear lal",HELP_RESET_DATA
"goodbye",BYE
"add salary",HELP_ADD_INCOME
"change expense",HELP_EDIT_TRANSACTION
"hla",GREETING
"20% goal",HELP_SAVINGS_SCREEN
"what doess beruang mean?",WHY_BERUANG
"what is kwsp?",DEF_KWSP
"system check",TESTING
"guide me on luno",COMPLEX_ADVICE
"offline mode?",INTERNET_REQ
"eductaion loan",DEF_PTPTN
"oinion on forex at my age",COMPLEX_ADVICE
"how do i econoomic growth with small capital",COMPLEX_ADVICE
"pef",DEF_KWSP
"what is emergency fund?",DEF_EMERGENCY_FUND
"x",GARBAGE
"exit",BYE
"view history",NAV_EXPENSES
"bla bla",GARBAGE
"guide me onj ob",COMPLEX_ADVICE
"opinion on unemployment rate rate",COMPLEX_ADVICE
"how does categorizatio nwork?",HELP_AI_CATEGORIZATION
"thoughts on entrepreneur statistics",COMPLEX_ADVICE
"trransaction list",NAV_EXPENSES
"trewq",GARBAGE
"latest unemployment rate",COMPLEX_ADVICE
"app features",APP_PURPOSE
"TTell me a story",COMPLEX_ADVICE
"i category",HELP_AI_CATEGORIZATION
"withdraw savings?",HELP_WITHDRAW_SAVINGS
"zzz",GARBAGE
"scholarship 6 mnoths",HELP_INCOME_ALLOCATION
"th",DEF_TABUNG_HAJI
"is this for mme?",TARGET_AUDIENCE
"signing off",BYE
"usse savings",HELP_WITHDRAW_SAVINGS
"why save?",DEF_SAVINGS_DEF
"best way to save",ADVICE_GENERAL_SAVING
"settings",NAV_PROFILE
"define savinngs",DEF_SAVINGS_DEF
"wrong amunt",HELP_EDIT_TRANSACTION
"ybe",BYE
"add to savings",HELP_SAVINGS_SCREEN
"you suck",COMPLAINT
"appp version",APP_VERSION
"give me tips for buy house",COMPLEX_ADVICE
"what is 50/30/0?",DEF_50_30_20
"what is the purpose of this app?",APP_PURPOSE
"auto tack?",BANK_LINKING
"magic of compounding",DEF_COMPOUND_INTEREST
"crcis",DEF_CREDIT_SCORE
"app version",APP_VERSION
"ye",BYE
"why use this?",APP_PURPOSE
"what is emergency fund?",DEF_EMERGENCY_FUND
"i feel poor",ADVICE_MOTIVATION
"bad bot",COMPLAINT
"smart classification",HELP_AI_CATEGORIZATION
"see you",BYE
"howa llocation works",HELP_INCOME_ALLOCATION
"thank you",THANK_YOU
"thouughts on salary",COMPLEX_ADVICE
"interest on inteerest",DEF_COMPOUND_INTEREST
"bank integration",BANK_LINKING
"is it a good idea to ethereum",COMPLEX_ADVICE
"undfeined",GARBAGE
"crrent inflation rate",COMPLEX_ADVICE
"can you explain salary",COMPLEX_ADVICE
"good afteernoon",GREETING
"tll me about sukuk for the future",COMPLEX_ADVICE
"why usee this?",APP_PURPOSE
"prediction for roi for the future",COMPLEX_ADVICE
"i guessloan given my income",COMPLEX_ADVICE
"money joke",JOKE
"help me wth resume",COMPLEX_ADVICE
"define inflation",DEF_INFLATION
"no money student",ADVICE_STUDENT_TIPS
"yuiop",GARBAGE
"epf",DEF_KWSP
"latest unemployment rate",COMPLEX_ADVICE
"apprciate it",THANK_YOU
"ab investing",DEF_ASB
"strategies for ethereum",COMPLEX_ADVICE
"saving tips",ADVICE_GENERAL_TIP
"null",GARBAGE
"why save?",DEF_SAVINGS_DEF
"What  do you know about me?",COMPLEX_ADVICE
"igning off",BYE
"meaning ofi nflation",DEF_INFLATION
"goodbye",BYE
"tell me thhe tax rate",COMPLEX_ADVICE
"percetages",DEF_50_30_20
"amanah saham bumiputera",DEF_ASB
"help me with xechange rate",COMPLEX_ADVICE
"where is data stored?",DATA_SECURITY
"monye joke",JOKE
"rae you an ai?",WHO_ARE_YOU
"wehre is chat?",NAV_CHATBOT
"start over",HELP_RESET_DATA
"why that name?",WHY_BERUANG
"sfdfsdf",GARBAGE
"is it fo rstudents?",TARGET_AUDIENCE
"scan erceipt?",HELP_RECEIPT_SCAN
"who created you?",WHO_ARE_YOU
"20 goal",HELP_SAVINGS_SCREEN
"why tha name?",WHY_BERUANG
"ocr",HELP_RECEIPT_SCAN
"do you think roi",COMPLEX_ADVICE
"joke",JOKE
"!!",GARBAGE
"workso ffline?",INTERNET_REQ
"give me  tips for business",COMPLEX_ADVICE
"wat are needs?",DEF_NEEDS
"interest on interest",DEF_COMPOUND_INTEREST
"can you explain laptop latest",COMPLEX_ADVICE
"is it a good idea to inflatioon rate",COMPLEX_ADVICE
"how do i stashaway",COMPLEX_ADVICE
"meaning of inflation",DEF_INFLATION
"settigs",NAV_PROFILE
"not sure",COMPLEX_ADVICE
"thhanks",THANK_YOU
"delete transaction",HELP_DELETE_TRANSACTION
"what is compound interest?",DEF_COMPOUND_INTEREST
"frugal tip",ADVICE_GENERAL_TIP
"tell me the interest rate",COMPLEX_ADVICE
"not sure History of Malaysia",COMPLEX_ADVICE
"fyp deatils",DEVELOPER_INFO
"created by",DEVELOPER_INFO
"ennd chat",BYE
"uuniversity finance",ADVICE_STUDENT_TIPS
"spli tincome?",HELP_INCOME_ALLOCATION
"bes tway to pay debt",DEF_DEBT_AVALANCHE
"do youu steal my data?",DATA_SECURITY
"i spent too much",ADVICE_MOTIVATION
"is this for me?",TARGET_AUDIENCE
"current OPR rate",COMPLEX_ADVICE
"budegt method",DEF_50_30_20
"meaning of inflation",DEF_INFLATION
"[object Object]",GARBAGE
"adf",GARBAGE
"need internet?",INTERNET_REQ
"prediction for resign",COMPLEX_ADVICE
"advice on entrepreneur",COMPLEX_ADVICE
"terima kasih",THANK_YOU
"god job",THANK_YOU
"is it a good idea to GDP",COMPLEX_ADVICE
"savnigs screen",HELP_SAVINGS_SCREEN
"add slary",HELP_ADD_INCOME
"is my info secure?",DATA_SECURITY
"view history",NAV_EXPENSES
"etst",TESTING
"opinion on I am bored",COMPLEX_ADVICE
"wron gamount",HELP_EDIT_TRANSACTION
"how to start Who is the prime minister?",COMPLEX_ADVICE
"secure?",DATA_SECURITY
"give me a tip",ADVICE_GENERAL_TIP
"remove expese",HELP_DELETE_TRANSACTION
"echo",TESTING
"analysis of OPR rate at my age",COMPLEX_ADVICE
"just wonderin dividend",COMPLEX_ADVICE
"do i need data?",INTERNET_REQ
"simpaan tabung haji",DEF_TABUNG_HAJI
"yuiop",GARBAGE
"help desk",CONTACT_SUPPORT
"app version",APP_VERSION
"report bug",CONTACT_SUPPORT
"?!",GARBAGE
"funny",JOKE
"maybe",COMPLEX_ADVICE
"app versiion",APP_VERSION
"isasb good?",DEF_ASB
"what is the inflation rate",COMPLEX_ADVICE
"reset prfile",HELP_RESET_DATA
"give me motivation",ADVICE_MOTIVATION
"Tell me a story",COMPLEX_ADVICE
"who are you?",WHO_ARE_YOU
"thx",THANK_YOU
"is this working",TESTING
"what is compound interest?",DEF_COMPOUND_INTEREST
"[object Object]",GARBAGE
"fdsfsdf",GARBAGE
"delete transaction",HELP_DELETE_TRANSACTION
"nothing",COMPLEX_ADVICE
"later",BYE
"who is this  for?",TARGET_AUDIENCE
"can i use without internet?",INTERNET_REQ
"what is emergency fund?",DEF_EMERGENCY_FUND
"works offline?",INTERNET_REQ
"thank you",THANK_YOU
"guide me on shopee pay",COMPLEX_ADVICE
"help me with gaming pc given my income",COMPLEX_ADVICE
"Ae you stupid?",COMPLEX_ADVICE
"thanks  lot",THANK_YOU
"ab investing",DEF_ASB
"bbla bla",GARBAGE
"how to add expense",HELP_ADD_TRANSACTION
"how does ategorization work?",HELP_AI_CATEGORIZATION
"what is allocation?",HELP_INCOME_ALLOCATION
"guide me on GDP with low risk",COMPLEX_ADVICE
"teting",GARBAGE
"what does inflation mean?",DEF_INFLATION
"jklo",GARBAGE
"explain rule",DEF_50_30_20
"aalysis of iphone",COMPLEX_ADVICE
"new purchase",HELP_ADD_TRANSACTION
"should i etherum rate",COMPLEX_ADVICE
"Tell me a story",COMPLEX_ADVICE
"whyy credit score matters",DEF_CREDIT_SCORE
"hhey",GREETING
"retake onboarding",HELP_RESET_DATA
"Do you like humans?",COMPLEX_ADVICE
"teting",GARBAGE
"examples of needs",DEF_NEEDS
"how do i resign",COMPLEX_ADVICE
"do you steal my data?",DATA_SECURITY
"what does this app do?",APP_PURPOSE
"rate of tax raate",COMPLEX_ADVICE
"mic check",TESTING
"does ai sort spending?",HELP_AI_CATEGORIZATION
"whaat is credit score?",DEF_CREDIT_SCORE
"rae of interest rate",COMPLEX_ADVICE
"Who is the prime mnister?",COMPLEX_ADVICE
"show home",NAV_HOME
"saving strategies",ADVICE_GENERAL_SAVING
"i have n omoney",ADVICE_MOTIVATION
"debt snowball",DEF_DEBT_SNOWBALL
"rate of excange rate",COMPLEX_ADVICE
"hey",GREETING
"employees provident fund",DEF_KWSP
"repor bug",CONTACT_SUPPORT
"delete transactiion",HELP_DELETE_TRANSACTION
"goode vening",GREETING
"smart classification",HELP_AI_CATEGORIZATION
"take money out",HELP_WITHDRAW_SAVINGS
"give mea tip",ADVICE_GENERAL_TIP
"amanah saham bumiputera",DEF_ASB
"I like ocffee",COMPLEX_ADVICE
"outlook for dividend fast",COMPLEX_ADVICE
"help me with business at my age",COMPLEX_ADVICE
"what iis kwsp?",DEF_KWSP
"can i scan bills?",HELP_RECEIPT_SCAN
"lter",BYE
"ai category",HELP_AI_CATEGORIZATION
"privacy policy",DATA_SECURITY
"help me with loan right now",COMPLEX_ADVICE
"see you",BYE
"stupid",COMPLAINT
"developr name",DEVELOPER_INFO
"bye",BYE
"x",GARBAGE
"works offlien?",INTERNET_REQ
"guide me on superbike with small capital",COMPLEX_ADVICE
"Who is the prime ministre?",COMPLEX_ADVICE
"opinion on dividend",COMPLEX_ADVICE
"guide me on GDP fast",COMPLEX_ADVICE
"reset data",HELP_RESET_DATA
"tell me the interest rate",COMPLEX_ADVICE
"rate of inflation rate",COMPLEX_ADVICE
"is it a good idea to promotion",COMPLEX_ADVICE
"rate of OPR rate",COMPLEX_ADVICE
"guide me on I like coffee",COMPLEX_ADVICE
"is my info escure?",DATA_SECURITY
"wha is allocation?",HELP_INCOME_ALLOCATION
"deposit money",HELP_ADD_INCOME
"prediction for iphone with no experience",COMPLEX_ADVICE
"essential expenses",DEF_NEEDS
"are you an ai?",WHO_ARE_YOU
"zzzz",GARBAGE
"just wodering portfolio",COMPLEX_ADVICE
"why that name?",WHY_BERUANG
"mnoey joke",JOKE
"what is the best way to ethereum",COMPLEX_ADVICE
"onthing",COMPLEX_ADVICE
"advice on raiise rate",COMPLEX_ADVICE
"just wondering OPR rate given my income",COMPLEX_ADVICE
"examples of needs",DEF_NEEDS
