description,category,subcategory
uniqlo haul damansara,wants,Shopping
bayar ptptn,needs,Financial Services
baskin robbins shah alam lagi,wants,Food & Beverage
settle ptptn shah alam,needs,Financial Services
tukar tayar kereta klang deposit,needs,Transportation
grab to work  midvalley cash,needs,Transportation
nasi lemak biasa  midvalley,needs,Food & Beverage
genting highland trip,wants,Entertainment
鸡饭 (jīfàn)  bangsar cash,needs,Food & Beverage
topup tepon,needs,Telecommunication
pump petrol,needs,Transportation
new sneakers baru,wants,Shopping
bayar duit kereta,needs,Financial Services
唱K (karaoke) jb,wants,Entertainment
bayar duit kereta rm50,needs,Financial Services
சோறு (soru) monthly,needs,Food & Beverage
சுற்றுலா (tour),wants,Others
இணையம் (internet,needs,Telecommunication
home wifi bill,needs,Telecommunication
beli ayam seekor yesterday,needs,Food & Beverage
bayar duit kereta  online,needs,Financial Services
tukar phone baru  onlin,wants,Shopping
bayar api,needs,Financial Services
bayar maxis,needs,Telecommunication
bayar ptptn for family,needs,Financial Services
basuh kereta polish,wants,Others
minum starbucks tomorrow,wants,Food & Beverage
hiasan rumah  bangsar today,wants,Others
ubat gigi  kedai runcit,needs,Others
ubat gigi,needs,Others
basuh kereta polish urgent,wants,Others
sushi king rm100,wants,Food & Beverage
கார் பழுது (car repai),needs,Transportation
ubat klinik,needs,Others
买米 (mǎi mǐ),needs,Food & Beverage
flight tickets,wants,Others
kredit telefon,needs,Telecommunication
lrt ticket monthly,needs,Transportation
bayar duit kereta,needs,Financial Services
இணையம் (internet),needs,Telecommunication
yuran sekolah anak,needs,Others
makan kfc family tomorrow,wants,Food & Beverage
இணையம் (internet),needs,Telecommunication
spa package jb,wants,Others
电话费 (diànhuà fèi),needs,Telecommunication
buy cooking oil cheras,needs,Food & Beverage
打油 (dǎ yóu) jb crdit,needs,Transportation
starbucks coffee baru,wants,Food & Beverage
hotel mahal,wants,Others
买手机 (buy phone) jb,wants,Shopping
pay car loan for mom,needs,Financial Services
genting ihghland trip today,wants,Entertainment
grab to work,needs,Transportation
klinik panel now,needs,Others
toup umobile,needs,Telecommunication
docto visit cheras,needs,Others
car service centre,needs,Transportation
pergi bercuti langkawi  at mall,wants,Others
baski robbins,wants,Food & Beverage
home wifi bill for mom,needs,Telecommunication
zaka fitrah today,needs,Financial Services
pay water bill,needs,Financial Services
beli data  kedai runcit,needs,Telecommunication
doctor visit deposit,needs,Others
uniqlo haul  online,wants,Shopping
மருத்துவர் (doctor) tomorrow,needs,Others
makan angin  bangsar lagi,wants,Others
பீஸ்ஸா (pizza)  bangsar lagi,wants,Food & Beverage
போன் பில் (phone bill) baru,needs,Telecommunication
beli beras 10kg  pavilion,needs,Food & Beverage
topup tepon,needs,Telecommunication
cnocert tickets credit,wants,Entertainment
tiket sunway lagoon,wants,Entertainment
மின்சாரம் (electric bill),needs,Financial Services
iphoen 15 pro,wants,Shopping
tambah nilai tng,needs,Transportation
看医生 (kàn yīshēng),needs,Others
karaoke nght rm10,wants,Entertainment
pay digi bill shah alam,needs,Telecommunication
starbucks coffe  kedai runcit,wants,Food & Beverage
concert tickets klang,wants,Entertainment
isi minyak kereta full  midvalley,needs,Transportation
充值 (top up) edposit,needs,Telecommunication
mcdonalds set,wants,Food & Beverage
付电费 (fù diànfèi),needs,Financial Services
handbag luxury rm10,wants,Shopping
வீட்டு வாடகை (veettu vaadagai)  at mall,needs,Financial Services
buy cooking oil rm100,needs,Food & Beverage
makan wagyu,wants,Food & Beverage
beli data,needs,Telecommunication
lrt ticket monthly damansara,needs,Transportation
ubat klinik,needs,Others
makan ngin,wants,Others
付过路费 (tol) penang,needs,Transportation
home wifi bill,needs,Telecommunication
durian musang king,wants,Food & Beverage
bayar maxis rm100,needs,Telecommunication
buy groceries giant rm50,needs,Food & Beverage
isi minyak keta,needs,Transportation
genting highland trip,wants,Entertainment
tuition fees,needs,Others
plumbing repair,needs,Others
make nasik berlauk,needs,Food & Beverage
isi minyak motor,needs,Transportation
data reload,needs,Telecommunication
பெட்ரோல் (petrol) credi,needs,Transportation
pekena nasi kandaq jb for family,wants,Food & Beverage
tapau nasi cheras cash,needs,Food & Beverage
yuran sekolah anak  kedai runcit,needs,Others
tiket flight rm50,wants,Others
tpoup umobile rm100,needs,Telecommunication
ngeteh maahl rm100,wants,Food & Beverage
tiket sunway lagoon,wants,Entertainment
school fees,needs,Others
hiasan rumha  online,wants,Others
yuran sekolah anak yesterday,needs,Others
kredit telefon  pavilion,needs,Telecommunication
isi minyak keta rm50,needs,Transportation
servi kereta,needs,Transportation
பஸ் கட்டணம் (bus fre),needs,Transportation
pay water bill,needs,Financial Services
bil elektrik tnb  bangsar deposti,needs,Financial Services
flight tickets,wants,Others
bil elektrik tnb,needs,Financial Services
beli diamond mlbb,wants,Entertainment
hotel mahal now,wants,Others
இணயம் (internet) jb,needs,Telecommunication
住酒店 (hotel) jb,wants,Others
basuh kereta polsih  midvalley,wants,Others
uniqlo haul,wants,Shopping
买菜 (mǎi cài),needs,Food & Beverage
reload tng ewallet,needs,Transportation
parking tiket cash,needs,Transportation
shopping mall rm50,wants,Shopping
bayar api rm50,needs,Financial Services
ubat gigi,needs,Others
kek secret recipe,wants,Food & Beverage
sayur pasar tani,needs,Food & Beverage
tuition fees  midvalley,needs,Others
change engine oil,needs,Transportation
netflix premium,wants,Entertainment
grabfood delivery penang,wants,Food & Beverage
买手机 (buy phone),wants,Shopping
beli jam tangan,wants,Shopping
beli pampers anak,needs,Others
nambang bas  kedai runcit now,needs,Transportation
beli beras 10kg,needs,Food & Beverage
tiket flight,wants,Others
tudung duck now,wants,Shopping
buy cooking oil cash,needs,Food & Beverage
மருத்துவர் (doctor) cheras rm10,needs,Others
make nasi berlauk yesterday,needs,Food & Beverage
topup umobile  midvalley urgent,needs,Telecommunication
吃火锅 (otpot),wants,Food & Beverage
linik panel,needs,Others
langgan netflix today,wants,Entertainment
buy medicine  online,needs,Others
புதிய உடை (new dress),wants,Shopping
付房租 (fù fángzū) cheras yesterda,needs,Financial Services
hotel mahal,wants,Others
喝星巴克 (starbucks),wants,Food & Beverage
காய்கறி (kaaigari) damansara,needs,Food & Beverage
看电影 (movie),wants,Entertainment
买药 (mǎi yào),needs,Others
makan angin chera,wants,Food & Beverage
tengok wayang,wants,Entertainment
看电影 (movie),wants,Entertainment
ubat gigi,needs,Others
makan anign urgent,wants,Food & Beverage
tudung duck,wants,Shopping
conecrt tickets jb,wants,Entertainment
bayar maxis jb rm100,needs,Telecommunication
karaok night jb,wants,Entertainment
uniql haul,wants,Shopping
beg tangan coah,wants,Shopping
pergi bercuti langkawi,wants,Others
mbayar aek deposit,needs,Financial Services
beli sabun basu,needs,Others
喝星巴克 (tarbucks),wants,Food & Beverage
充值 (top up)  bangsar today,needs,Telecommunication
skincare haul  midvalley yesterday,wants,Shopping
மருத்துவர் (doctor) cheras,needs,Others
beli baju raya  bangsar credit,wants,Shopping
topup touch n go,needs,Transportation
பள்ளி கட்டணம் (school fee),needs,Others
korean bbq daansara,wants,Food & Beverage
bayar sewa ghugi,needs,Financial Services
修车 (repair car),needs,Transportation
pay digi bill,needs,Telecommunication
唱K (karaoke)  avilion yesterday,wants,Entertainment
看医生 (kàn yīshēng),needs,Others
beli baju raya rm10,wants,Shopping
bil unifi rumah,needs,Telecommunication
சோறு (soru) for famil,needs,Food & Beverage
car detialing cheras monthly,wants,Others
makan kfc family,wants,Food & Beverage
concert tickets  bangsar,wants,Entertainment
bayar maxis credit,needs,Telecommunication
tukar tayar kereta jb,needs,Transportation
iphone 15 pro,wants,Shopping
toiletries rm100,needs,Others
修车 (repir car),needs,Transportation
pizza hut delivery for mom,wants,Food & Beverage
change ngine oil,needs,Transportation
hote booking,wants,Others
klinik anel  online,needs,Others
புதிய உடை (new dress)  pavilion deposit,wants,Shopping
shopee 11.1 urgent,wants,Shopping
toilerties cash,needs,Others
car service centre shah alam,needs,Transportation
barang dapur basa,needs,Food & Beverage
minyak masak paket damansara,needs,Food & Beverage
போன் பில் (phone bill)  kedai runcit,needs,Telecommunication
isi minyak kereta full,needs,Transportation
tudung duck cheras,wants,Shopping
tiket flight,wants,Others
tiket sunway lagoon,wants,Entertainment
tuition fees today,needs,Others
grab to work  midvalley,needs,Transportation
beli baju ghalit,wants,Shopping
买药 (mǎi yào) damansara,needs,Others
makan shellout,wants,Food & Beverage
buy medicine,needs,Others
yuran tadika  at mall today,needs,Others
sayur manis rm100,needs,Food & Beverage
mekap wtsons,wants,Shopping
hotel booking,wants,Others
பிரியாணி (briyani special,wants,Food & Beverage
bayar api cheras today,needs,Financial Services
网购 (online shopping),wants,Shopping
买手机 (buy phone),wants,Shopping
bayar bil celcom  at mall urgent,needs,Telecommunication
付电费 (fù diànfèi,needs,Financial Services
lunch economy rice,needs,Food & Beverage
zakat fitrah,needs,Financial Services
rene roadtax,needs,Financial Services
tiket flight,wants,Others
கார் கடன் (car loan) damansara,needs,Financial Services
நகை (jewellery)  pavilion,wants,Shopping
ubat klinik,needs,Others
买菜 (mǎi cài),needs,Food & Beverage
make ansik berlauk credit,needs,Food & Beverage
tapau nasi kl,needs,Food & Beverage
kek secret recipe  online,wants,Food & Beverage
flight tickets klang,wants,Others
spa package,wants,Others
concert tickets,wants,Entertainment
gi jalan jalan  online,wants,Entertainment
杂饭 (záfàn) jb,needs,Food & Beverage
makan angin  midvalley monthly,wants,Others
makan angin penang credit,wants,Others
sayur pasra tani,needs,Food & Beverage
hiasan rumah,wants,Others
பிரியாணி (briyani special),wants,Food & Beverage
还车贷 (huán chēdài)  bagnsar,needs,Financial Services
topup tepon  bangsar,needs,Telecommunication
topup tepon rcedit,needs,Telecommunication
new gadget  bangsar,wants,Shopping
hotel mahal deposit,wants,Others
concert tickets jb,wants,Entertainment
போன் பில் (phoen bill) rm10,needs,Telecommunication
topup tepon  midvalley lagi,needs,Telecommunication
starbucks coffee,wants,Food & Beverage
nangga wayang,wants,Entertainment
beli lauk cash,needs,Food & Beverage
main game,wants,Entertainment
change engine oil,needs,Transportation
பர்கர் (bruger)  bangsar,wants,Food & Beverage
makan wagyu,wants,Food & Beverage
yuran tadika  online,needs,Others
bayar hutang,needs,Financial Services
网购 (online shopping) yesterday,wants,Shopping
அரிசி (arisi kl,needs,Food & Beverage
give parents money credit,needs,Financial Services
makan kfc family kl,wants,Food & Beverage
barang dapur basah,needs,Food & Beverage
insurans nyawa monthly,needs,Financial Services
கார் கடன் (car loan),needs,Financial Services
充值 (top up),needs,Telecommunication
mobile data plan,needs,Telecommunication
home wifi bill klang,needs,Telecommunication
bayar sewa rumah urgent,needs,Financial Services
bayar hutang,needs,Financial Services
beli sabun basuh rm50,needs,Others
ps5 games rm50,wants,Shopping
喝星巴克 (starbucks) tomorrow,wants,Food & Beverage
beli ayam seekor,needs,Food & Beverage
reload prepaid monthly,needs,Telecommunication
akan angin  kedai runcit,wants,Food & Beverage
bil unifi rumah yesterday,needs,Telecommunication
askin robbins rm50,wants,Food & Beverage
bubble tea craving  at mall,wants,Food & Beverage
மருத்துவர் (doctor) shah alam,needs,Others
bayar api yesterday,needs,Financial Services
பர்கர (burger),wants,Food & Beverage
mcdonalds set penang,wants,Food & Beverage
makan angin  kedai runcit,wants,Food & Beverage
gym membership  kedi runcit,wants,Others
makan kfc family shah alam,wants,Food & Beverage
spa dan urut  online,wants,Others
bayar sewa rumah,needs,Financial Services
pekena nasi kandaq omnthly,wants,Food & Beverage
充值Touch n Go,needs,Transportation
pergi bercuti langkawi,wants,Others
plumbing repair,needs,Others
servis aircond,needs,Others
holiday trip,wants,Others
kredit telefon rm10,needs,Telecommunication
ps5 games cheras,wants,Shopping
去云顶 (gening),wants,Entertainment
beli beras 10kg shah alam,needs,Food & Beverage
cukai pendapatan lhdn,needs,Financial Services
hisan rumah,wants,Others
spa package,wants,Others
付电费 (fù diànfèi) cheras monthly,needs,Financial Services
home decor,wants,Others
gi pusing pusing,wants,Others
住酒店 (hotel),wants,Others
beli ubat demam cash,needs,Others
flight tickets urgent,wants,Others
tiket konsert,wants,Entertainment
shopping mall penang,wants,Shopping
bil internet cash,needs,Telecommunication
cukai pendapatan lhdn heras,needs,Financial Services
看医生 (kàn ysīhēng),needs,Others
beli beras 10kg today,needs,Food & Beverage
கார் பழுது (car repair,needs,Transportation
cuka pendapatan lhdn,needs,Financial Services
bus fare shah alam,needs,Transportation
grab to work,needs,Transportation
bayar duit kereta,needs,Financial Services
இணையம் (internet)  midvalley,needs,Telecommunication
